zona_id,fecha,region,tipo_zona,poblacion_zona,cobertura_4g_pct,cobertura_5g_pct,latencia_ms,velocidad_media_mbps,tasa_cortes_pct,indice_calidad_global,incidencia_masiva,calidad_mes_anterior,calidad_media_3_meses
Z14,2023-01-03,Norte,rural,13074,81.99,4.93,55.31,33.75,2.85,18.44,0,19.57,19.933333333333334
Z14,2023-01-04,Norte,rural,13074,82.41,5.17,56.14,32.86,2.98,17.66,0,18.44,18.55666666666667
Z14,2023-01-05,Norte,rural,13074,82.2,5.59,56.8,32.49,3.17,20.45,0,17.66,18.849999999999998
Z14,2023-01-06,Norte,rural,13074,82.44,6.0,57.68,31.66,3.15,17.89,0,20.45,18.666666666666668
Z14,2023-01-07,Norte,rural,13074,82.72,6.68,57.1,32.37,3.26,23.25,0,17.89,20.53
Z14,2023-01-08,Norte,rural,13074,82.23,7.07,56.66,30.46,3.37,19.46,0,23.25,20.2
Z14,2023-01-09,Norte,rural,13074,82.29,8.15,56.4,30.32,3.39,21.82,0,19.46,21.51
Z14,2023-01-10,Norte,rural,13074,82.1,8.38,56.84,30.88,3.24,18.44,0,21.82,19.906666666666666
Z14,2023-01-11,Norte,rural,13074,,8.96,56.3,30.95,3.29,21.86,0,18.44,20.706666666666667
Z14,2023-01-12,Norte,rural,13074,82.0,9.25,56.33,31.17,3.36,18.71,0,21.86,19.669999999999998
Z14,2024-01-01,Norte,rural,13074,82.06,10.1,56.38,31.65,3.35,19.71,0,18.71,20.093333333333334
Z14,2024-01-02,Norte,rural,13074,,10.91,56.06,31.37,3.3,21.55,0,19.71,19.99
Z14,2024-01-03,Norte,rural-1,13074,81.95,11.47,56.03,32.7,3.39,22.97,0,21.55,21.41
Z14,2024-01-04,Norte,rural,13074,81.8,11.71,55.63,32.82,3.25,20.84,0,22.97,21.786666666666665
Z14,2024-01-05,Norte,rural,13074,81.77,12.12,55.12,34.35,3.23,25.5,0,20.84,23.103333333333335
Z14,2024-01-06,Norte,rural,13074,79.23,11.96,83.09,-20.34,8.4,15.83,1,25.5,20.723333333333333
Z14,2024-01-07,Norte,rural,13074,,12.61,74.22,23.89,6.69,18.9,0,15.83,20.076666666666664
Z14,2024-01-08,Norte,rural,13074,80.72,13.18,68.0,27.52,5.52,20.14,0,18.9,18.29
Z14,2024-01-09,Norte,rural,13074,80.89,13.81,63.48,31.4,4.82,19.29,0,20.14,19.44333333333333
Z14,2024-01-10,Norte,rural,13074,81.39,,60.96,32.75,4.31,20.44,0,19.29,19.956666666666667
Z14,2024-01-11,Norte,rural,13074,81.94,15.42,57.8,34.36,3.9,24.35,0,20.44,21.36
Z14,2024-01-12,Norte,rural,13074,81.94,16.15,56.29,36.17,3.44,22.2,0,24.35,22.330000000000002
Z14,2025-01-01,Norte,rural,13074,82.0,17.11,55.53,38.08,3.23,25.21,0,22.2,23.92
Z14,2025-01-02,Norte,rural,13074,81.88,17.64,53.84,38.04,3.07,24.64,0,25.21,24.016666666666666
Z14,2025-01-03,Norte,rural,13074,82.04,18.36,530.8,39.48,2.93,25.6,0,24.64,25.150000000000002
Z14,2025-01-04,Norte,rural,13074,81.9,,52.71,39.66,2.83,24.23,0,25.6,24.823333333333334
Z14,2025-01-05,Norte,rural,13074,81.83,19.27,52.7,41.15,2.81,28.28,0,24.23,26.036666666666665
Z14,2025-01-06,Norte,rural,13074,81.85,20.64,52.03,-41.62,2.72,26.52,0,28.28,26.343333333333334
Z14,2025-01-07,Norte,rural,13074,82.05,21.02,52.48,41.94,2.72,24.89,0,26.52,26.563333333333333
Z14,2025-01-08,Norte,rural,13074,82.11,21.46,51.76,41.39,2.91,26.07,0,24.89,25.826666666666664
Z14,2025-01-09,Norte,rural,13074,81.81,21.82,51.55,41.96,2.9,27.41,0,26.07,26.123333333333335
Z14,2025-01-10,Norte,rural,13074,81.75,22.49,51.1,41.43,2.8,24.83,0,27.41,26.103333333333335
Z14,2025-01-11,Norte,rural,13074,82.02,23.23,51.69,41.49,2.88,24.41,0,24.83,25.55
Z14,2025-01-12,Norte,rural,13074,82.17,23.8,52.02,41.71,2.82,25.15,0,24.41,24.796666666666667
Z15,2023-01-01,Oeste,suburbana,62939,89.37,,40.35,51.06,1.33,31.15,0,,
Z15,2023-01-02,Oeste,suburbana,62939,89.35,10.52,40.78,51.24,1.42,32.57,0,31.15,
Z15,2023-01-03,Oeste,suburbana,62939,89.47,10.89,41.19,52.1,1.6,31.91,0,32.57,31.876666666666665
Z15,2023-01-04,Oeste,suburbana,62939,89.57,11.73,41.14,53.69,1.62,31.85,0,31.91,32.11
Z15,2023-01-05,Oeste,suburbana,62939,89.69,12.7,40.54,54.81,1.72,30.4,0,31.85,31.386666666666667
Z15,2023-01-06,Oeste,suburbana,62939,90.0,14.07,41.07,55.92,1.78,30.69,0,30.4,30.98
Z15,2023-01-07,Oeste,suburbana,62939,89.67,14.89,40.73,54.99,1.83,34.06,0,30.69,31.71666666666667
Z15,2023-01-08,Oeste,suburbana,62939,89.5,15.63,41.44,54.29,1.94,32.39,0,34.06,32.38
Z15,2023-01-09,Oeste,suburbana,62939,89.75,16.84,41.57,55.38,1.87,35.55,0,32.39,34.0
Z15,2023-01-10,Oeste,suburbana,62939,89.67,17.82,41.41,55.94,1.93,32.95,0,35.55,33.63
Z15,2023-01-11,Oeste,suburbana,62939,89.53,18.98,41.21,56.99,1.95,32.5,0,32.95,33.666666666666664
Z15,2023-01-12,Oeste,suburbana,62939,89.84,19.83,41.07,56.54,2.08,33.84,0,32.5,33.09666666666667
Z15,2024-01-01,Oeste,suburbana,62939,89.83,20.87,40.24,57.17,2.16,34.9,0,33.84,33.74666666666666
Z15,2024-01-02,Oeste,suburbana,62939,89.95,21.24,40.02,57.35,2.02,37.57,0,34.9,35.43666666666667
Z15,2024-01-03,Oeste,suburbana,62939,89.91,22.44,39.6,56.52,1.89,37.79,0,37.57,36.75333333333334
Z15,2024-01-04,Oeste,suburbana,62939,89.56,23.48,39.17,58.95,1.92,35.8,0,37.79,37.053333333333335
Z15,2024-01-05,Oeste,suburbana,62939,89.92,24.54,39.36,58.59,1.95,36.7,0,35.8,36.763333333333335
Z15,2024-01-06,Oeste,suburbana,62939,89.76,25.73,39.01,59.28,1.9,36.82,0,36.7,36.44
Z15,2024-01-07,Oeste,suburbana,62939,89.94,27.06,38.47,60.1,1.82,39.31,0,36.82,37.61000000000001
Z15,2024-01-08,Oeste,suburbana,62939,90.33,28.44,38.41,63.61,1.77,40.35,0,39.31,38.82666666666667
Z15,2024-01-09,Oeste,suburbana,62939,90.36,29.26,37.58,63.65,1.73,39.78,0,40.35,39.81333333333333
Z15,2024-01-10,Oeste,suburbana,62939,90.28,30.68,37.45,64.22,1.58,42.28,0,39.78,40.803333333333335
Z15,2024-01-11,Oeste,urbana??,62939,90.33,31.35,36.7,65.13,1.57,42.38,0,42.28,41.48
Z15,2024-01-12,Oeste,suburbana,62939,90.28,32.67,36.22,65.38,1.47,41.57,0,42.38,42.07666666666667
Z15,2025-01-01,Oeste,suburbana,62939,90.19,33.34,35.58,66.33,1.38,41.49,0,41.57,41.81333333333333
Z15,2025-01-02,Oeste,suburbana,62939,90.22,34.33,34.48,66.89,1.39,44.93,0,41.49,42.663333333333334
Z15,2025-01-03,Oeste,suburbana,62939,90.3,35.26,34.27,67.91,1.35,43.72,0,44.93,43.379999999999995
Z15,2025-01-04,Oeste,suburbana,62939,90.04,36.61,34.37,-69.2,1.24,42.78,0,43.72,43.81
Z15,2025-01-05,Oeste,suburbana,62939,89.54,37.71,33.97,68.84,1.24,43.18,0,42.78,43.22666666666667
Z15,2025-01-06,Oeste,suburbana,62939,89.27,39.02,334.90000000000003,69.81,1.14,43.69,0,43.18,43.21666666666667
Z15,2025-01-07,Oeste,suburbana,62939,,40.29,33.63,70.01,1.06,42.06,0,43.69,42.97666666666667
Z15,2025-01-08,Oeste,suburbana,62939,89.5,41.43,33.41,70.85,1.11,43.38,0,42.06,43.04333333333333
Z15,2025-01-09,Oeste,suburbana,62939,89.6,42.62,33.71,72.4,1.13,45.33,0,43.38,43.589999999999996
Z15,2025-01-10,Oeste,suburbana,62939,89.8,43.71,33.59,70.92,1.17,44.3,0,45.33,44.336666666666666
Z15,2025-01-11,Oeste,suburbana,62939,89.55,44.63,33.3,71.48,1.3,44.71,0,44.3,44.78
Z15,2025-01-12,Oeste,suburbana,62939,89.64,45.34,33.41,71.72,1.43,45.33,0,44.71,44.78
Z16,2023-01-01,Este,urbana_premium,72683,94.83,16.93,29.27,74.97,1.26,40.73,0,,
Z16,2023-01-02,Este,urbana_premium,72683,94.38,17.75,30.18,75.71,1.18,42.99,0,40.73,
Z16,2023-01-03,Este,urbana_premium,72683,94.27,18.75,31.29,74.82,1.35,41.77,0,42.99,41.830000000000005
Z16,2023-01-04,Este,urbana_premium,72683,94.26,20.09,32.47,75.56,1.16,43.78,0,41.77,42.84666666666667
Z16,2023-01-05,Este,urbana_premium,72683,94.12,21.41,31.9,75.93,1.11,42.28,0,43.78,42.61000000000001
Z16,2023-01-06,Este,urbana_premium,72683,94.03,23.25,32.98,75.89,1.14,42.06,0,42.28,42.70666666666667
Z16,2023-01-07,Este,urbana_premium,72683,,24.48,32.66,76.66,1.13,43.28,0,42.06,42.54
Z16,2023-01-08,Este,urbana_premium,72683,93.87,26.06,33.48,77.12,1.29,42.26,0,43.28,42.53333333333333
Z16,2023-01-09,Este,urbana_premium,72683,93.95,27.26,33.04,77.61,1.3,42.0,0,42.26,42.51333333333333
Z16,2023-01-10,Este,urbana_premium,72683,93.73,28.47,33.01,79.1,1.4,41.62,0,42.0,41.96
Z16,2023-01-11,Este,urbana_premium,72683,94.07,30.35,32.0,78.56,1.45,46.33,0,41.62,43.31666666666666
Z16,2023-01-12,Este,urbana_premium,72683,93.81,32.07,30.94,78.46,1.48,46.02,0,46.33,44.656666666666666
Z16,2024-01-01,Este,urbana_premium,72683,93.78,33.82,31.5,79.78,1.48,48.28,0,46.02,46.876666666666665
Z16,2024-01-02,Este,urbana_premium,72683,93.98,35.38,31.37,79.82,1.31,46.03,0,48.28,46.77666666666667
Z16,2024-01-03,Este,urbana_premium,72683,93.93,36.94,31.75,80.28,1.34,49.61,0,46.03,47.973333333333336
Z16,2024-01-04,Este,urbana_premium,72683,93.91,38.6,31.12,81.94,1.31,46.99,0,49.61,47.54333333333333
Z16,2024-01-05,Este,urbana_premium,72683,93.97,40.5,30.55,82.77,1.27,48.1,0,46.99,48.23333333333333
Z16,2024-01-06,Este,urbana_premium,72683,,41.57,29.78,84.15,1.21,49.87,0,48.1,48.32
Z16,2024-01-07,Este,urbana_premium,72683,94.13,43.13,29.37,85.14,1.06,51.16,0,49.87,49.71
Z16,2024-01-08,Este,urbana_premium,72683,94.03,44.33,28.5,86.85,1.02,49.7,0,51.16,50.24333333333333
Z16,2024-01-09,Este,urbana_premium,72683,93.75,46.0,28.85,87.06,1.04,52.55,0,49.7,51.13666666666666
Z16,2024-01-10,Este,urbana_premium,72683,93.91,47.36,28.66,87.42,1.0,51.5,0,52.55,51.25
Z16,2024-01-11,Este,urbana_premium,72683,93.97,49.2,27.88,88.54,0.88,52.66,0,51.5,52.23666666666667
Z16,2024-01-12,Este,urbana_premium,72683,94.27,51.13,26.94,89.73,0.74,53.05,0,52.66,52.40333333333333
Z16,2025-01-01,Este,urbana_premium,72683,94.37,52.3,26.91,90.22,0.66,56.02,0,53.05,53.91
Z16,2025-01-02,Este,urbana_premium,72683,94.37,53.81,26.7,91.09,0.53,55.81,0,56.02,54.96
Z16,2025-01-03,Este,urbana_premium,72683,94.5,55.95,26.46,90.93,0.56,58.26,0,55.81,56.696666666666665
Z16,2025-01-04,Este,urbana_premium,72683,94.48,57.71,26.07,91.86,0.5,54.89,0,58.26,56.32
Z16,2025-01-05,Este,urbana_premium,72683,94.4,59.28,25.83,91.72,0.55,61.33,0,54.89,58.16
Z16,2025-01-06,Este,urbana_premium,72683,94.29,60.8,25.51,94.3,0.46,59.26,0,61.33,58.49333333333334
Z16,2025-01-07,Este,urbana_premium,72683,94.06,62.23,25.12,95.7,0.63,60.06,0,59.26,60.21666666666666
Z16,2025-01-08,Este,urbana_premium,72683,93.98,64.44,24.67,95.33,0.48,62.26,0,60.06,60.52666666666667
Z16,2025-01-09,Este,urbana_premium,72683,94.16,66.45,23.94,96.66,0.54,62.44,0,62.26,61.586666666666666
Z16,2025-01-10,Este,urbana_premium,72683,93.81,68.11,24.43,96.52,0.63,60.3,0,62.44,61.666666666666664
Z16,2025-01-11,Este,urbana_premium,72683,93.77,69.28,23.62,97.14,0.76,60.89,0,60.3,61.21
Z16,2025-01-12,Este,urbana_premium,72683,93.9,70.63,24.08,96.48,0.72,64.05,0,60.89,61.74666666666667
Z17,2023-01-01,Sur,suburbana,56619,90.07,11.59,40.6,52.57,1.85,31.85,0,,
Z17,2023-01-02,Sur,suburbana,56619,89.82,11.38,41.08,53.45,1.69,29.52,0,31.85,
Z17,2023-01-03,Sur,suburbana,56619,90.17,11.6,40.58,53.67,1.6,34.47,0,29.52,31.94666666666667
Z17,2023-01-04,Sur,suburbana,56619,90.05,12.44,40.59,55.1,1.68,33.91,0,34.47,32.63333333333333
Z17,2023-01-05,Sur,suburbana,56619,90.16,13.18,40.78,54.86,1.87,31.57,0,33.91,33.31666666666667
Z17,2023-01-07,Sur,suburbana,56619,89.8,14.7,40.43,53.42,1.93,33.8,0,31.57,33.093333333333334
Z17,2023-01-08,Sur,suburbana,56619,89.95,15.73,,52.98,2.09,32.03,0,33.8,32.46666666666667
Z17,2023-01-09,Sur,suburbana,56619,90.08,16.49,40.04,53.3,2.1,34.18,0,32.03,33.33666666666667
Z17,2023-01-10,Sur,suburbana,56619,89.97,17.26,40.34,53.22,2.11,38.07,0,34.18,34.76
Z17,2023-01-11,Sur,suburbana,56619,90.22,18.55,40.34,-52.76,1.97,36.75,0,38.07,36.333333333333336
Z17,2023-01-12,Sur,suburbana,56619,,19.45,40.23,53.28,1.88,34.96,0,36.75,36.593333333333334
Z17,2023-06-01,Sur,suburbana,56619,90.12,13.88,40.96,54.56,1.91,32.84,0,34.96,34.85
Z17,2024-01-01,Sur,suburbana,56619,89.85,20.4,39.79,55.03,1.88,35.15,0,32.84,34.31666666666667
Z17,2024-01-02,Sur,suburbana,56619,90.0,21.53,39.6,56.44,1.94,35.86,0,35.15,34.61666666666667
Z17,2024-01-03,Sur,suburbana,56619,90.02,22.51,,57.89,1.95,37.3,0,35.86,36.10333333333333
Z17,2024-01-04,Sur,suburbana,56619,90.06,23.72,39.3,59.3,1.97,37.03,0,37.3,36.73
Z17,2024-01-05,Sur,suburbana,56619,90.29,24.94,39.28,60.08,1.92,36.81,0,37.03,37.046666666666674
Z17,2024-01-06,Sur,suburbana,56619,90.33,26.75,38.67,60.74,1.81,38.01,0,36.81,37.28333333333333
Z17,2024-01-07,Sur,suburbana,56619,90.51,27.5,38.04,60.26,1.69,36.67,0,38.01,37.163333333333334
Z17,2024-01-09,Sur,suburbana,56619,90.56,29.97,36.87,61.48,1.69,40.05,0,36.67,38.24333333333333
Z17,2024-01-10,Sur,suburbana,56619,90.3,30.86,35.99,63.12,1.47,40.08,0,40.05,38.93333333333334
Z17,2024-01-11,Sur,suburbana,56619,90.35,31.93,36.08,64.18,1.52,42.63,0,40.08,40.92
Z17,2024-01-12,Sur,suburbana,56619,90.33,33.17,36.1,64.89,1.35,42.39,0,42.63,41.7
Z17,2024-08-01,Sur,suburbana,56619,90.47,29.19,,60.15,1.71,38.77,0,42.39,41.26333333333334
Z17,2025-01-01,Sur,suburbana,56619,90.33,,35.25,65.27,1.36,42.22,0,38.77,41.12666666666667
Z17,2025-01-02,Sur,suburbana,56619,89.89,35.42,,65.7,1.42,45.17,0,42.22,42.053333333333335
Z17,2025-01-03,Sur,suburbana,56619,89.7,36.29,34.16,68.22,1.32,42.09,0,45.17,43.160000000000004
Z17,2025-01-04,Sur,suburbana,56619,90.07,37.23,,67.69,1.27,40.93,0,42.09,42.73
Z17,2025-01-05,Sur,suburbana,56619,89.86,38.5,34.22,68.31,1.19,43.45,0,40.93,42.15666666666667
Z17,2025-01-06,Sur,suburbana,56619,89.96,39.76,32.91,68.45,1.22,44.31,0,43.45,42.89666666666667
Z17,2025-01-07,Sur,suburbana,56619,90.04,40.79,33.03,68.85,1.21,46.67,0,44.31,44.81
Z17,2025-01-08,Sur,suburbana,56619,89.9,41.77,33.35,70.74,1.21,46.73,0,46.67,45.903333333333336
Z17,2025-01-09,Sur,suburbana,56619,90.15,42.78,33.42,70.67,1.23,47.15,0,46.73,46.85
Z17,2025-01-10,Sur,suburbana,56619,90.15,43.9,33.1,70.15,1.44,45.96,0,47.15,46.61333333333334
Z17,2025-01-11,Sur,suburbana,56619,89.96,45.29,33.56,70.94,1.44,46.11,0,45.96,46.406666666666666
Z17,2025-01-12,Sur,suburbana,56619,89.94,45.92,33.78,71.26,1.6,46.91,0,46.11,46.32666666666666
Z18,2023-01-01,Sur,urbana_premium,56342,92.47,17.76,35.23,76.56,0.74,36.31,0,,
Z18,2023-01-02,Sur,urbana_premium,56342,92.72,18.31,34.12,76.41,0.72,40.71,0,36.31,
Z18,2023-01-03,Sur,urbana_premium,56342,92.89,19.57,32.8,75.22,0.84,42.77,0,40.71,39.93
Z18,2023-01-04,Sur,urbana_premium,56342,93.28,20.68,32.69,74.47,0.88,39.15,0,42.77,40.876666666666665
Z18,2023-01-05,Sur,urbana_premium,56342,93.27,21.89,32.12,75.01,0.87,41.95,0,39.15,41.29
Z18,2023-01-06,Sur,urbana_premium,56342,93.4,23.46,32.39,76.15,0.91,42.34,0,41.95,41.14666666666667
Z18,2023-01-07,Sur,urbana_premium,56342,93.4,24.6,32.31,75.56,0.92,40.52,0,42.34,41.60333333333333
Z18,2023-01-08,Sur,urbana_premium,56342,93.16,25.73,32.65,74.61,0.93,45.41,0,40.52,42.75666666666667
Z18,2023-01-09,Sur,urbana_premium,56342,93.3,27.33,32.85,-75.78,0.92,43.16,0,45.41,43.03
Z18,2023-01-10,Sur,urbana_premium,56342,93.22,29.44,31.94,75.48,0.96,42.03,0,43.16,43.53333333333333
Z18,2023-01-11,Sur,urbana_premium,56342,93.7,31.39,31.73,75.26,0.89,45.07,0,42.03,43.419999999999995
Z18,2023-01-12,Sur,urbana_premium,56342,93.73,32.49,31.82,76.61,1.03,45.47,0,45.07,44.19
Z18,2024-01-01,Sur,urbana_premium,56342,93.61,34.07,31.68,78.17,1.15,44.39,0,45.47,44.97666666666667
Z18,2024-01-02,Sur,urbana_premium,56342,93.47,35.3,30.98,79.44,1.2,48.66,0,44.39,46.17333333333334
Z18,2024-01-03,Sur,urbana??,56342,93.7,36.88,31.37,80.4,1.19,50.06,0,48.66,47.70333333333334
Z18,2024-01-04,Sur,urbana_premium,56342,93.81,38.35,30.58,81.56,1.26,48.55,0,50.06,49.089999999999996
Z18,2024-01-05,Sur,urbana_premium,56342,94.1,39.45,30.23,82.13,1.14,52.97,0,48.55,50.526666666666664
Z18,2024-01-06,Sur,urbana_premium,56342,94.06,41.08,29.86,81.39,1.03,51.43,0,52.97,50.98333333333333
Z18,2024-01-07,Sur,suburbanx,56342,93.93,42.59,30.01,83.72,1.03,49.88,0,51.43,51.42666666666667
Z18,2024-01-08,Sur,urbana_premium,56342,93.91,44.14,28.91,83.9,0.92,49.7,0,49.88,50.33666666666667
Z18,2024-01-09,Sur,urbana_premium,56342,93.65,45.95,28.54,86.41,0.82,52.38,0,49.7,50.653333333333336
Z18,2024-01-10,Sur,urbana_premium,56342,93.81,47.59,28.35,87.8,0.81,52.43,0,52.38,51.50333333333334
Z18,2024-01-11,Sur,urbana_premium,56342,93.81,48.94,27.38,88.03,0.68,54.1,0,52.43,52.97
Z18,2024-01-12,Sur,urbana_premium,56342,94.08,50.48,27.05,88.18,0.63,53.27,0,54.1,53.26666666666667
Z18,2025-01-01,Sur,urbana_premium,56342,94.16,52.09,27.03,89.14,0.56,53.19,0,53.27,53.52
Z18,2025-01-02,Sur,urbana_premium,56342,94.16,54.08,26.58,91.92,0.65,55.57,0,53.19,54.01
Z18,2025-01-03,Sur,urbana_premium,56342,94.05,55.85,,93.29,0.64,57.17,0,55.57,55.31
Z18,2025-01-04,Sur,urbana_premium,56342,94.16,57.87,25.43,93.48,0.71,59.1,0,57.17,57.28
Z18,2025-01-05,Sur,urbana_premium,56342,94.06,59.35,25.22,94.13,0.55,55.89,0,59.1,57.38666666666666
Z18,2025-01-06,Sur,urbana_premium,56342,93.88,60.63,24.66,94.93,0.53,58.93,0,55.89,57.973333333333336
Z18,2025-01-07,Sur,urbana_premium,56342,93.7,62.13,24.81,95.58,0.48,59.31,0,58.93,58.04333333333333
Z18,2025-01-08,Sur,urbana_premium,56342,94.18,63.77,24.33,95.54,0.52,59.92,0,59.31,59.38666666666666
Z18,2025-01-09,Sur,urbana_premium,56342,94.12,65.05,23.89,95.61,0.55,59.75,0,59.92,59.660000000000004
Z18,2025-01-10,Sur,urbana_premium,56342,94.05,66.79,24.45,95.74,0.62,60.31,0,59.75,59.99333333333334
Z18,2025-01-11,Sur,urbana_premium,56342,94.14,68.56,24.86,96.48,0.71,61.71,0,60.31,60.59
Z18,2025-01-12,Sur,urbana_premium,56342,94.14,70.45,24.5,96.02,0.76,63.16,0,61.71,61.72666666666667
Z19,2023-01-01,Este,rural,12655,81.39,3.91,555.1,26.44,2.89,13.94,0,,
Z19,2023-01-02,Este,rural,12655,81.49,4.02,55.2,28.85,3.01,18.29,0,13.94,
Z19,2023-01-03,Este,rural,12655,81.58,4.62,55.29,29.03,2.92,17.83,0,18.29,16.686666666666664
Z19,2023-01-04,Este,rural,12655,81.84,5.52,55.46,29.12,2.91,19.88,0,17.83,18.666666666666668
Z19,2023-01-05,Este,rural,12655,81.57,5.92,55.98,30.03,3.0,19.81,0,19.88,19.173333333333332
Z19,2023-01-06,Este,rural,12655,81.73,6.06,56.86,30.04,3.15,15.41,0,19.81,18.366666666666664
Z19,2023-01-07,Este,rural,12655,82.04,6.87,56.69,30.72,3.25,18.71,0,15.41,17.97666666666667
Z19,2023-01-08,Este,rural,12655,82.13,7.08,56.3,31.63,3.36,18.85,0,18.71,17.656666666666666
Z19,2023-01-09,Este,rural,12655,81.96,7.44,56.64,30.7,3.4,20.9,0,18.85,19.486666666666668
Z19,2023-01-10,Este,rural,12655,81.95,8.27,56.4,30.71,3.33,21.64,0,20.9,20.463333333333335
Z19,2023-01-11,Este,rural,12655,81.83,8.87,56.3,30.17,3.3,22.28,0,21.64,21.60666666666667
Z19,2023-01-12,Este,rural,12655,81.92,9.15,56.34,30.59,3.58,20.78,0,22.28,21.566666666666666
Z19,2024-01-01,Este,rural,12655,81.87,10.1,55.34,31.2,3.66,20.62,0,20.78,21.226666666666667
Z19,2024-01-02,Este,rural,12655,81.6,10.52,56.04,32.01,3.49,19.7,0,20.62,20.36666666666667
Z19,2024-01-03,Este,rural,12655,81.62,11.17,56.38,33.27,3.46,19.06,0,19.7,19.793333333333333
Z19,2024-01-04,Este,rural,12655,81.49,11.85,55.3,33.39,3.4,19.61,0,19.06,19.456666666666667
Z19,2024-01-05,Este,rural,12655,81.46,12.35,55.26,34.66,3.37,21.69,0,19.61,20.12
Z19,2024-01-06,Este,rural,12655,81.49,12.65,54.65,35.29,3.3,18.69,0,21.69,19.996666666666666
Z19,2024-01-07,Este,rural,12655,81.5,13.58,54.36,34.59,3.39,22.11,0,18.69,20.830000000000002
Z19,2024-01-08,Este,rural,12655,81.72,14.22,,34.85,3.41,24.15,0,22.11,21.649999999999995
Z19,2024-01-09,Este,rural,12655,81.95,14.89,53.04,36.76,3.18,23.8,0,24.15,23.353333333333335
Z19,2024-01-10,Este,rural,12655,81.67,14.92,52.97,36.75,2.92,24.0,0,23.8,23.983333333333334
Z19,2024-01-11,Este,rural,12655,82.15,15.94,52.55,37.56,2.93,25.78,0,24.0,24.526666666666667
Z19,2024-01-12,Este,rural,12655,82.04,16.5,52.41,38.72,2.85,24.14,0,25.78,24.64
Z19,2025-01-01,Este,rural,12655,82.28,17.36,523.0,40.57,2.76,27.46,0,24.14,25.793333333333337
Z19,2025-01-02,Este,rural,12655,82.29,,51.41,40.21,2.75,26.16,0,27.46,25.92
Z19,2025-01-03,Este,rural,12655,82.56,18.77,51.68,41.45,2.76,24.47,0,26.16,26.03
Z19,2025-01-04,Este,rural,12655,82.64,19.49,51.7,41.69,2.73,26.17,0,24.47,25.599999999999998
Z19,2025-01-05,Este,rural,12655,82.57,19.89,51.04,40.99,2.64,26.72,0,26.17,25.786666666666665
Z19,2025-01-06,Este,rural,12655,82.39,20.4,51.2,40.84,2.74,25.97,0,26.72,26.286666666666665
Z19,2025-01-07,Este,rural,12655,82.2,20.99,50.27,40.62,2.79,23.87,0,25.97,25.52
Z19,2025-01-08,Este,rural,12655,82.34,21.84,50.32,41.27,2.84,26.25,0,23.87,25.363333333333333
Z19,2025-01-09,Este,rural,12655,82.39,22.09,50.36,40.87,2.84,28.79,0,26.25,26.30333333333333
Z19,2025-01-10,Este,rural,12655,82.24,22.29,50.17,41.43,2.97,27.62,0,28.79,27.55333333333333
Z19,2025-01-11,Este,rural,12655,82.1,23.11,50.49,41.17,2.86,29.29,0,27.62,28.566666666666663
Z19,2025-01-12,Este,rural,12655,81.61,23.87,50.69,40.9,3.01,25.88,0,29.29,27.596666666666668
Z20,2023-01-01,Oeste,suburbana,46953,89.37,10.22,40.61,54.41,1.25,30.24,0,,
Z20,2023-01-02,Oeste,suburbana,46953,89.86,10.44,40.29,55.39,1.32,30.95,0,30.24,
Z20,2023-01-03,Oeste,suburbana,46953,89.9,10.97,40.43,56.8,1.47,28.58,0,30.95,29.923333333333332
Z20,2023-01-04,Oeste,suburbana,46953,,11.67,40.49,56.4,1.57,32.35,0,28.58,30.626666666666665
Z20,2023-01-05,Oeste,suburbana,46953,90.1,12.36,40.12,58.21,1.6,33.1,0,32.35,31.343333333333334
Z20,2023-01-06,Oeste,suburbana,46953,89.8,13.33,39.9,56.9,1.77,33.63,0,33.1,33.02666666666667
Z20,2023-01-07,Oeste,suburbana,46953,89.96,13.89,41.01,55.47,1.94,34.56,0,33.63,33.76333333333334
Z20,2023-01-08,Oeste,suburbana,46953,,14.83,41.02,55.07,1.95,33.06,0,34.56,33.75
Z20,2023-01-09,Oeste,suburbana,46953,89.69,16.29,40.91,54.88,1.92,34.17,0,33.06,33.93000000000001
Z20,2023-01-10,Oeste,suburbana,46953,89.62,16.83,41.01,55.62,1.93,32.09,0,34.17,33.106666666666676
Z20,2023-01-11,Oeste,suburbana,46953,89.75,17.73,40.39,55.34,2.01,33.74,0,32.09,33.333333333333336
Z20,2023-01-12,Oeste,suburbana,46953,89.74,19.51,40.5,56.13,1.97,34.1,0,33.74,33.31
Z20,2024-01-01,Oeste,suburbana,46953,89.43,20.85,40.53,56.5,1.96,36.33,0,34.1,34.723333333333336
Z20,2024-01-02,Oeste,suburbana,46953,89.32,21.74,39.74,58.44,2.01,32.37,0,36.33,34.266666666666666
Z20,2024-01-03,Oeste,suburbana,46953,89.25,22.81,39.36,57.73,2.11,36.44,0,32.37,35.04666666666666
Z20,2024-01-04,Oeste,suburbana,46953,89.56,23.75,39.5,58.2,1.99,37.56,0,36.44,35.45666666666667
Z20,2024-01-05,Oeste,suburbana,46953,89.4,25.29,39.22,60.05,1.84,35.88,0,37.56,36.626666666666665
Z20,2024-01-06,Oeste,suburbana,46953,89.37,26.37,38.82,60.33,1.71,35.82,0,35.88,36.42
Z20,2024-01-07,Oeste,suburbana,46953,89.55,27.29,38.06,62.32,1.67,40.36,0,35.82,37.35333333333333
