edad,antiguedad_meses,ingreso_estimado,num_lineas,descuento_activo,importe_total,dias_retraso_pago,impago_flag,importe_mes_anterior,consumo_mes_anterior,retraso_mes_anterior,impago_mes_anterior,media_importe_3m,media_retraso_3m,impagos_3m,cambio_consumo,subida_factura,variacion_consumo_pct,stress_calidad_lag,incidencia_masiva_lag,churn_real,churn_predicho,probabilidad_churn,tipo_error
43.0,15.0,4279.0,1,0,77.43,30,1,77.17,0.0,0.0,0.0,77.17,0.0,0.0,0.26,0.2600000000000051,0.265,0.4354,0,0,0,0.4356018748662213,Verdadero negativo
34.0,95.0,1503.0,1,0,76.84,47,1,76.84,0.0,0.0,0.0,76.84,9.333333333333334,1.0,0.0,0.0,0.0,0.4914,0,0,0,0.4716846005514999,Verdadero negativo
34.0,22.0,2512.0,1,0,52.95,0,0,48.79,0.0,0.0,0.0,48.79,0.0,0.0,4.16,4.160000000000004,4.16,0.7154,0,0,1,0.5588177852562403,Falso positivo
26.0,32.0,5175.0,4,0,328.68,0,0,322.94,0.0,0.0,0.0,322.94,6.0,1.0,5.74,5.740000000000009,5.743,0.5006,0,0,0,0.3083736181828357,Verdadero negativo
24.0,87.0,4336.0,2,0,75.44000000000001,0,0,74.76,0.0,0.0,0.0,74.76,0.0,0.0,0.68,0.6800000000000068,0.679,0.2317,0,0,0,0.2212962143147281,Verdadero negativo
34.0,10.0,3183.0,2,0,122.18,0,0,122.22,0.16,0.0,0.0,124.28333333333353,0.0,0.0,-0.04000000000000001,-0.03999999999999204,-0.045,0.4061,0,0,1,0.5011266608849307,Falso positivo
25.0,64.0,2268.0,2,1,58.61999999999999,0,0,55.92999999999999,0.0,0.0,0.0,55.91333333333339,0.0,0.0,0.11,2.6899999999999977,0.111,0.4354,0,0,0,0.37696856998837996,Verdadero negativo
36.0,26.0,5436.0,4,1,75.26999999999998,0,0,70.17,2.34,0.0,0.0,70.90333333333331,0.0,0.0,2.59,5.09999999999998,1.105,0.239,0,0,0,0.29049698164607846,Verdadero negativo
29.0,26.0,6592.0,3,1,167.46,0,0,171.54,0.0,0.0,0.0,177.26666666666657,0.0,0.0,0.74,-4.079999999999984,0.737,0.2317,0,0,0,0.1990873322288164,Verdadero negativo
46.0,26.0,2305.0,1,1,57.53000000000001,0,0,54.23000000000001,1.68,0.0,0.0,54.53666666666669,0.0,0.0,0.21999999999999997,3.299999999999997,0.128,0.503,0,0,1,0.5539296323894911,Falso positivo
44.0,59.0,4729.0,2,1,95.41,0,0,97.97,0.0,0.0,0.0,103.76999999999985,0.0,0.0,0.0,-2.5600000000000023,0.0,0.3426,0,0,0,0.22170330328217566,Verdadero negativo
40.0,32.0,3383.0,4,0,96.18,42,1,96.18,0.0,0.0,0.0,96.62000000000022,0.0,0.0,0.0,0.0,0.0,0.215,0,0,0,0.4557587044455246,Verdadero negativo
33.0,51.0,3754.0,2,1,76.73,29,1,72.79,0.29,0.0,0.0,78.73666666666678,0.0,0.0,-0.29,3.9399999999999977,-0.286,0.5129,0,0,0,0.39536072339086237,Verdadero negativo
29.0,38.0,4962.0,2,0,45.309999999999995,6,1,44.87,0.0,0.0,0.0,45.30666666666681,0.0,0.0,0.44,0.4399999999999977,0.44,0.3294,0,1,0,0.32232924934297713,Falso negativo
20.0,24.0,3476.786701030928,3,0,67.16,0,0,72.48,9.01,0.0,0.0,66.47333333333334,0.0,0.0,-5.32,-5.320000000000007,-0.591,0.215,0,0,0,0.3305688872331046,Verdadero negativo
51.0,4.0,2124.0,1,0,53.22,0,0,47.5,0.0,0.0,0.0,47.5,0.0,0.0,5.72,5.719999999999999,5.72,0.4834,0,0,1,0.5223157181233756,Falso positivo
40.0,20.0,3563.0,1,0,24.99,0,0,24.99,0.0,0.0,0.0,24.99,15.333333333333334,1.0,0.0,0.0,0.0,0.5006,0,0,0,0.45468341753352753,Verdadero negativo
28.0,34.0,2307.0,3,0,56.96,0,0,56.96,0.0,0.0,0.0,57.00333333333334,14.0,1.0,0.0,0.0,0.0,0.3294,0,0,0,0.4299115418380798,Verdadero negativo
40.0,32.55123711340206,1849.0,2,1,25.85,0,0,30.03,3.1,0.0,0.0,36.653333333333144,0.0,0.0,-3.1,-4.18,-1.0,0.5006,0,0,1,0.5064294182688331,Falso positivo
55.0,3.0,3318.0,2,0,39.96,0,0,37.6,0.0,0.0,0.0,37.6,0.0,0.0,2.36,2.3599999999999994,2.358,0.5129,0,0,1,0.6287188651988413,Falso positivo
33.0,32.55123711340206,3747.0,1,0,38.63,0,0,36.38,0.0,0.0,0.0,37.12333333333316,3.3333333333333335,1.0,2.25,2.25,2.25,0.4909,0,0,0,0.4700942253692472,Verdadero negativo
39.34175257731959,119.0,3978.0,1,1,53.029999999999994,0,0,52.69,0.0,0.0,0.0,58.57333333333323,9.333333333333334,1.0,0.0,0.3399999999999963,0.0,0.407,0,0,0,0.3085957609497099,Verdadero negativo
33.0,12.0,3545.0,3,1,105.98,0,0,103.83,0.0,0.0,0.0,104.37000000000005,0.0,0.0,0.0,2.1500000000000057,0.0,0.2317,0,0,0,0.40214510308241175,Verdadero negativo
39.34175257731959,10.0,2498.0,4,0,87.89,23,1,80.9,0.0,0.0,0.0,80.9,10.0,1.0,6.99,6.989999999999995,6.99,0.2007,0,0,0,0.4302014777929891,Verdadero negativo
62.0,25.0,3672.0,3,1,200.72,0,0,206.81,1.16,0.0,0.0,201.9333333333334,0.0,0.0,-0.8199999999999998,-6.090000000000003,-0.708,0.4027,0,0,0,0.37460125821190254,Verdadero negativo
50.0,16.0,5025.0,3,0,47.57,0,0,47.57,0.0,0.0,0.0,47.57,1.6666666666666667,1.0,0.0,0.0,0.0,0.3944,0,0,0,0.38204524813153573,Verdadero negativo
35.0,16.0,4818.0,3,0,106.87,0,0,106.53,1.13,0.0,0.0,112.8433333333333,0.0,0.0,0.3400000000000001,0.3400000000000034,0.297,0.2317,0,0,0,0.33322081923798,Verdadero negativo
34.0,57.0,2692.0,1,0,68.67,0,0,66.13,0.0,0.0,0.0,68.92000000000007,0.0,0.0,2.54,2.5400000000000063,2.541,0.4061,0,0,0,0.4711517189966559,Verdadero negativo
28.0,43.0,3765.0,3,0,268.21,0,0,265.96,0.93,0.0,0.0,266.46,0.0,0.0,2.25,2.25,2.244,0.239,0,0,0,0.28196296700556994,Verdadero negativo
21.0,32.55123711340206,3685.0,2,0,172.45999999999998,0,0,165.14,0.0,0.0,0.0,165.23666666666668,0.0,0.0,7.32,7.319999999999993,7.318,0.3294,0,0,0,0.3007366914609123,Verdadero negativo
55.0,16.0,4168.0,4,0,72.38000000000001,0,0,64.79,0.0,0.0,0.0,64.79,6.0,1.0,7.59,7.590000000000003,7.586,0.699,0,0,0,0.3954257194196283,Verdadero negativo
52.0,14.0,2284.0,4,0,96.57,30,1,93.72,0.0,0.0,0.0,94.08000000000028,0.0,0.0,2.85,2.8499999999999943,2.846,0.4354,0,0,1,0.5578194420821797,Falso positivo
55.0,6.0,2068.0,2,1,73.4,0,0,75.15,0.0,0.0,0.0,69.63666666666671,0.0,0.0,0.0,-1.75,0.0,0.5166,0,0,1,0.5808504687068808,Falso positivo
26.0,9.0,4356.0,3,0,62.87,18,1,62.87,0.0,0.0,0.0,62.87,0.0,0.0,0.0,0.0,0.0,0.215,0,0,1,0.5060175784578707,Falso positivo
28.0,32.55123711340206,3565.0,2,0,138.18,0,0,138.25,0.07,0.0,0.0,139.24000000000012,0.0,0.0,-0.07,-0.06999999999999318,-0.073,0.2421,0,0,0,0.3224205203375668,Verdadero negativo
57.0,6.0,2178.0,1,0,23.18,32,1,22.25,0.0,0.0,0.0,22.25,22.666666666666668,2.0,0.93,0.9299999999999997,0.926,0.6204,0,0,1,0.5625471873676622,Falso positivo
50.0,16.0,3919.0,3,0,121.09,0,0,121.09,0.0,0.0,0.0,121.09,0.0,0.0,0.0,0.0,0.0,0.3504,0,0,0,0.391566134713975,Verdadero negativo
45.0,14.0,1834.0,2,0,90.08,0,0,86.3,0.0,0.0,0.0,86.3,0.0,0.0,3.78,3.780000000000001,3.783,0.4834,0,0,1,0.5528387726034538,Falso positivo
55.0,6.0,4783.0,5,0,214.22,0,0,214.22,0.0,0.0,0.0,217.64333333333317,0.0,0.0,0.0,0.0,0.0,0.3307,0,0,0,0.3274474627994058,Verdadero negativo
28.0,67.0,3331.0,4,0,320.59,0,0,318.31,0.0,0.0,0.0,319.09333333333325,1.6666666666666667,1.0,2.28,2.2799999999999727,2.28,0.407,0,0,0,0.3891522083228429,Verdadero negativo
19.0,28.0,3581.0,2,0,178.95,0,0,180.18,1.23,0.0,0.0,179.3599999999999,0.0,0.0,-1.23,-1.2300000000000182,-1.0,0.3413,0,1,0,0.34370833476439805,Falso negativo
42.0,120.0,3924.0,2,0,130.17,0,0,131.35,4.78,0.0,0.0,128.35333333333332,0.0,0.0,-1.1800000000000002,-1.1800000000000068,-0.247,0.3413,0,0,0,0.18861224514212377,Verdadero negativo
55.0,45.0,4161.0,2,0,136.43,0,0,138.42000000000002,1.99,0.0,0.0,139.3566666666669,0.0,0.0,-1.99,-1.990000000000009,-1.0,0.2317,0,0,0,0.1699402880811736,Verdadero negativo
36.0,79.0,1938.0,2,0,102.05,0,0,98.63,4.31,8.0,1.0,98.12666666666682,2.6666666666666665,1.0,3.420000000000001,3.4200000000000017,0.793,0.3944,0,0,0,0.34757629423208786,Verdadero negativo
40.0,54.0,3302.0,3,0,209.61,0,0,209.61,0.0,0.0,0.0,209.61,0.0,0.0,0.0,0.0,0.0,0.5129,0,0,0,0.44927906138656754,Verdadero negativo
55.0,67.0,4619.0,1,0,74.55,0,0,74.55,0.0,0.0,0.0,75.80333333333319,0.0,0.0,0.0,0.0,0.0,0.5216,0,0,0,0.4608322231426868,Verdadero negativo
28.0,17.0,1977.0,1,0,24.45,0,0,24.45,0.0,0.0,0.0,24.45,186.66666666666666,1.0,0.0,0.0,0.0,0.5216,0,0,1,0.5956090458893287,Falso positivo
26.0,32.55123711340206,7733.0,3,1,191.62,0,0,167.41,0.0,0.0,0.0,182.57999999999993,0.0,0.0,0.0,24.210000000000008,0.0,0.3307,0,0,0,0.23170142076944814,Verdadero negativo
46.0,36.0,3680.0,2,1,73.85999999999999,28,1,80.17999999999999,8.48,0.0,0.0,93.83666666666652,12.0,1.0,-8.16,-6.320000000000007,-0.962,0.4353,0,1,0,0.3236004883436388,Falso negativo
61.0,28.0,4502.0,2,1,78.41,0,0,80.25,0.0,0.0,0.0,77.64666666666669,0.0,0.0,0.0,-1.8400000000000034,0.0,0.3294,0,0,0,0.2331367299119983,Verdadero negativo
48.0,43.0,3476.786701030928,3,0,123.17,0,0,118.94,0.0,0.0,0.0,120.00666666666655,0.0,0.0,4.23,4.230000000000004,4.226,0.5129,0,0,0,0.45128774789102527,Verdadero negativo
41.0,8.0,2288.0,4,0,290.21999999999997,0,0,288.88,4.11,0.0,0.0,286.14000000000004,7.333333333333333,1.0,1.3399999999999999,1.339999999999975,0.327,0.6726,0,0,1,0.5769150107702332,Falso positivo
57.0,120.0,3061.0,2,1,31.080000000000005,0,0,27.35,0.0,0.0,0.0,26.800000000000097,0.0,0.0,3.18,3.730000000000004,3.179,0.2359,0,0,0,0.3735046786272677,Verdadero negativo
52.0,13.0,1670.0,4,1,133.87000000000003,0,0,134.79000000000002,0.0,0.0,0.0,140.7,7.333333333333333,1.0,3.3,-0.9199999999999875,3.301,0.4909,0,0,1,0.5823759028392628,Falso positivo
50.0,32.55123711340206,2314.0,1,0,77.32,0,0,77.36999999999999,0.05,0.0,0.0,79.4799999999999,0.0,0.0,-0.05,-0.04999999999999716,-0.048,0.4936,0,0,1,0.5185766784970169,Falso positivo
45.0,21.0,3130.0,2,1,73.49000000000001,0,0,82.05,0.0,31.0,1.0,78.54333333333356,10.333333333333334,1.0,0.12,-8.559999999999988,0.119,0.5166,0,0,1,0.6685628496346949,Falso positivo
27.0,8.0,1600.0,2,0,43.57,0,0,43.01,0.0,11.0,1.0,44.920000000000016,3.6666666666666665,1.0,0.56,0.5600000000000023,0.563,0.71,0,0,1,0.6523715058217658,Falso positivo
31.0,70.0,3476.786701030928,1,0,43.35,0,0,43.35,0.0,0.0,0.0,43.35,0.0,0.0,0.0,0.0,0.0,0.4353,0,0,0,0.3593843959400591,Verdadero negativo
21.0,63.0,3994.0,2,0,171.05,0,0,164.61,0.0,0.0,0.0,170.4499999999998,0.0,0.0,6.44,6.439999999999998,6.443,0.4027,0,0,0,0.23339151215692552,Verdadero negativo
57.0,53.0,3476.786701030928,3,1,226.42,0,0,216.89,7.08,0.0,0.0,217.77666666666687,0.0,0.0,-1.0899999999999999,9.530000000000001,-0.154,0.3426,0,0,0,0.29334327754606176,Verdadero negativo
31.0,22.0,2901.0,4,0,94.48,0,0,89.3,3.89,0.0,0.0,87.07333333333334,0.0,0.0,5.18,5.180000000000007,1.334,0.4164,0,0,0,0.4940075876823053,Verdadero negativo
46.0,20.0,1545.0,1,0,71.49,0,0,71.64,5.2,0.0,0.0,68.36333333333326,0.0,0.0,-0.15000000000000036,-0.15000000000000568,-0.027,0.4354,0,0,1,0.5443150853021023,Falso positivo
19.0,26.0,3675.0,3,0,212.77,0,0,212.77,0.0,0.0,0.0,213.61333333333354,0.0,0.0,0.0,0.0,0.0,0.3413,0,0,0,0.4066494422990109,Verdadero negativo
40.0,11.0,3442.0,3,0,189.78,0,0,189.78,0.0,0.0,0.0,193.67666666666676,0.0,0.0,0.0,0.0,0.0,0.2317,0,0,0,0.43249548220448214,Verdadero negativo
37.0,6.0,3476.786701030928,2,0,47.65,0,0,44.48,2.02,0.0,0.0,43.133333333333326,8.0,1.0,3.1700000000000004,3.1700000000000017,1.566,0.3787,0,0,0,0.4403311429700784,Verdadero negativo
18.0,19.0,2715.0,3,1,55.290000000000006,0,0,57.93000000000001,0.0,0.0,0.0,55.306666666666466,0.0,0.0,0.0,-2.6400000000000006,0.0,0.3294,0,0,0,0.43658353112337367,Verdadero negativo
36.0,61.0,4116.0,3,0,46.46,0,0,46.46,0.0,0.0,0.0,47.42333333333341,0.0,0.0,0.0,0.0,0.0,0.3267,0,0,0,0.2881205980113803,Verdadero negativo
57.0,15.0,3126.0,4,0,298.36,0,0,298.36,0.0,0.0,0.0,298.36,0.0,0.0,0.0,0.0,0.0,0.3294,0,0,0,0.4295442820510762,Verdadero negativo
47.0,68.0,4535.0,3,0,200.85,0,0,193.77,7.79,0.0,0.0,190.12666666666655,0.0,0.0,7.079999999999999,7.079999999999984,0.907,0.3954,0,0,0,0.21116861539872253,Verdadero negativo
23.0,53.0,3740.0,3,1,230.17,0,0,193.02,3.02,0.0,0.0,196.19999999999982,0.0,0.0,2.9600000000000004,37.14999999999998,0.98,0.3413,0,0,0,0.21241369950765623,Verdadero negativo
39.0,20.0,3770.0,1,1,64.2,5,1,65.67999999999999,4.69,0.0,0.0,70.27000000000011,0.0,0.0,7.419999999999999,-1.4799999999999898,1.584,0.4807,0,0,0,0.3635075246210867,Verdadero negativo
67.0,29.0,3543.0,2,1,136.35,0,0,120.54999999999998,0.0,0.0,0.0,130.61333333333312,0.0,0.0,0.0,15.800000000000011,0.0,0.3426,0,0,0,0.3322216391669649,Verdadero negativo
41.0,52.0,6185.0,5,0,399.43,0,0,402.99,8.95,0.0,0.0,404.01666666666665,0.0,0.0,-3.5599999999999996,-3.5600000000000023,-0.397,0.2151,0,0,0,0.29733492180864046,Verdadero negativo
36.0,29.0,2699.0,2,0,179.8,0,0,181.11,1.31,0.0,0.0,180.2366666666666,0.0,0.0,-1.31,-1.3100000000000023,-1.0,0.407,0,1,1,0.5161173478014154,Verdadero positivo
39.34175257731959,20.0,2158.0,4,0,70.48,0,0,73.79,3.31,0.0,0.0,72.92666666666675,0.0,0.0,-3.31,-3.3100000000000023,-1.0,0.6724,0,1,1,0.5275153180889239,Verdadero positivo
51.0,23.0,4723.0,1,1,75.2,42,1,74.11,5.11,0.0,0.0,66.34333333333318,0.0,0.0,7.03,1.0900000000000034,1.375,0.4311,0,0,0,0.36407713050842616,Verdadero negativo
48.0,39.0,2860.0,1,0,92.94,0,0,90.87,3.53,0.0,0.0,90.43333333333347,0.0,0.0,2.07,2.069999999999993,0.586,0.5129,0,0,0,0.46717173307951343,Verdadero negativo
38.0,48.0,2517.0,4,0,98.25,0,0,91.43,0.0,0.0,0.0,92.84666666666664,0.0,0.0,6.82,6.819999999999993,6.817,0.3944,0,0,0,0.3989660104238897,Verdadero negativo
49.0,49.0,5198.0,3,1,114.06,0,0,100.65,2.39,0.0,0.0,96.93333333333344,0.0,0.0,4.26,13.409999999999997,1.783,0.3426,0,0,0,0.23031959782600595,Verdadero negativo
62.0,41.0,2150.0,2,0,166.78,0,0,166.32,0.0,0.0,0.0,166.32,0.0,0.0,0.46,0.46000000000000796,0.463,0.6881,0,0,0,0.45929175202477646,Verdadero negativo
40.0,42.0,5323.0,2,0,43.440000000000005,0,0,42.95,8.43,0.0,0.0,41.69000000000009,8.0,1.0,0.4900000000000002,0.490000000000002,0.058,0.215,0,0,0,0.2473864628448808,Verdadero negativo
27.0,30.0,3227.0,3,0,61.7,0,0,61.22,0.0,0.0,0.0,61.22,0.0,0.0,0.48,0.480000000000004,0.484,0.3307,0,0,0,0.4380474783637582,Verdadero negativo
30.0,33.0,2892.0,2,1,74.79,0,0,67.59,0.0,25.0,1.0,73.4466666666665,8.333333333333334,1.0,1.42,7.200000000000003,1.425,0.7087,0,0,1,0.5126836736764036,Falso positivo
18.0,39.0,3049.0,3,1,193.08,0,0,194.24,0.0,0.0,0.0,200.0766666666666,0.0,0.0,0.0,-1.1599999999999966,0.0,0.2317,0,0,0,0.3361984632133501,Verdadero negativo
59.0,6.0,4857.0,1,0,15.75,0,0,15.75,0.0,0.0,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.3954,0,0,0,0.297109293366364,Verdadero negativo
45.0,77.0,1491.0,1,0,77.54,0,0,74.95,0.0,0.0,0.0,74.95,15.0,1.0,2.59,2.5900000000000034,2.594,0.7327,0,0,0,0.46317959874955894,Verdadero negativo
65.0,27.0,2045.0,4,0,78.14,0,0,78.14,0.0,0.0,0.0,78.14,0.0,0.0,0.0,0.0,0.0,0.4061,0,0,1,0.5301223230676281,Falso positivo
24.0,68.0,4767.0,3,0,123.88,0,0,122.7,6.89,0.0,0.0,120.98999999999984,0.0,0.0,1.1800000000000006,1.1799999999999926,0.171,0.2151,0,0,0,0.19015327627188205,Verdadero negativo
56.0,51.0,2224.0,3,0,55.59,0,0,52.63,0.14,0.0,0.0,52.95000000000013,0.0,0.0,2.96,2.960000000000001,2.955,0.6829,0,0,1,0.6039264442198392,Falso positivo
54.0,15.0,5916.0,3,1,167.94,0,0,163.61,0.0,0.0,0.0,162.99666666666656,0.0,0.0,0.0,4.329999999999984,0.0,0.215,0,0,0,0.2452645201147,Verdadero negativo
36.0,31.0,4198.0,1,0,73.75,0,0,73.75,0.0,0.0,0.0,73.75,0.0,0.0,0.0,0.0,0.0,0.4061,0,0,0,0.3899577974147466,Verdadero negativo
29.0,49.0,3923.0,2,0,145.8,0,0,145.8,0.0,0.0,0.0,145.8,0.0,0.0,0.0,0.0,0.0,0.2359,0,0,0,0.24363594963093835,Verdadero negativo
64.0,37.0,3323.0,2,0,90.54,0,0,87.59,0.0,0.0,0.0,87.59,0.0,0.0,2.95,2.950000000000003,2.952,0.5166,0,0,0,0.49195689893476735,Verdadero negativo
39.0,52.0,3476.786701030928,4,1,272.05,0,0,253.07,0.0,0.0,0.0,260.83666666666653,2.0,1.0,0.0,18.980000000000018,0.0,0.3426,0,0,0,0.2843038152784412,Verdadero negativo
58.0,44.0,1769.0,1,0,27.51,0,0,21.21,0.0,0.0,0.0,23.05999999999985,0.0,0.0,6.3,6.300000000000001,6.3,0.7327,0,0,0,0.4824857884685324,Verdadero negativo
47.0,27.0,2335.0,2,0,77.38,0,0,75.53,4.04,0.0,0.0,72.83666666666659,0.0,0.0,1.8499999999999996,1.8499999999999943,0.461,0.6764,0,1,1,0.5770644096185226,Verdadero positivo
34.0,17.0,3066.0,1,0,24.41,0,0,24.37,0.0,39.0,1.0,24.37,13.0,1.0,0.04,0.03999999999999915,0.04,0.5006,0,0,1,0.6159272745649148,Falso positivo
34.0,49.0,3557.0,3,0,139.69,0,0,139.69,0.0,0.0,0.0,142.54000000000022,0.0,0.0,0.0,0.0,0.0,0.2007,0,0,0,0.29947949152910275,Verdadero negativo
33.0,30.0,5436.0,2,1,143.75,19,1,144.91,0.01,0.0,0.0,135.9833333333335,0.0,0.0,-0.01,-1.1599999999999966,-0.014,0.4044,0,0,0,0.2899485229654987,Verdadero negativo
25.0,20.0,1954.0,1,1,16.18,0,0,14.45,0.0,0.0,0.0,13.66666666666652,0.0,0.0,1.66,1.7300000000000004,1.655,0.4061,0,0,0,0.375372968636931,Verdadero negativo
45.0,29.0,1835.0,2,0,34.85,0,0,34.85,0.0,0.0,0.0,34.85,0.0,0.0,0.0,0.0,0.0,0.7047,0,0,1,0.6316449458254282,Falso positivo
28.0,37.0,2644.0,3,1,169.89,0,0,160.2,1.1,35.0,1.0,160.03333333333327,11.666666666666666,1.0,1.4,9.689999999999998,1.272,0.3307,0,0,0,0.35903600495307664,Verdadero negativo
54.0,79.0,2204.0,2,0,88.74,0,0,87.86,0.0,0.0,0.0,87.86,11.0,1.0,0.88,0.8799999999999955,0.881,0.6881,0,0,0,0.48455962875560593,Verdadero negativo
34.0,32.55123711340206,3573.0,2,0,155.47,0,0,154.44,3.15,0.0,0.0,154.05999999999975,0.0,0.0,1.0299999999999998,1.0300000000000011,0.328,0.4027,0,0,0,0.3098982252127194,Verdadero negativo
33.0,11.0,7690.0,3,0,110.25,0,0,113.71,3.46,0.0,0.0,111.90000000000022,11.666666666666666,1.0,-3.46,-3.4599999999999937,-1.0,0.3267,0,1,0,0.2864771122547293,Falso negativo
44.0,16.0,5286.0,2,0,91.23,0,0,91.05,0.0,0.0,0.0,94.80333333333344,17.666666666666668,1.0,0.18,0.18000000000000682,0.176,0.4936,0,0,0,0.35681422805081014,Verdadero negativo
36.0,64.0,1658.0,2,0,38.08,0,0,38.08,0.0,0.0,0.0,38.40999999999989,0.0,0.0,0.0,0.0,0.0,0.3787,0,0,0,0.49643397577068354,Verdadero negativo
28.0,26.0,2914.0,3,0,264.73999999999995,17,1,259.84999999999997,0.51,0.0,0.0,259.5099999999999,0.0,0.0,4.890000000000001,4.889999999999986,4.885,0.3427,0,0,0,0.46401285270495507,Verdadero negativo
18.0,15.0,3688.0,2,0,129.03,14,1,131.77,8.85,30.0,1.0,126.20999999999988,10.0,1.0,-2.7399999999999993,-2.740000000000009,-0.31,0.3294,0,0,0,0.3448631417786709,Verdadero negativo
34.0,27.0,3972.0,2,0,137.67,0,0,137.67,0.0,0.0,0.0,137.67,0.0,0.0,0.0,0.0,0.0,0.2007,0,0,0,0.3100676568760928,Verdadero negativo
44.0,46.0,5893.0,2,0,34.71,0,0,42.27,7.56,0.0,0.0,37.22999999999989,7.333333333333333,1.0,-7.56,-7.560000000000002,-1.0,0.3267,0,0,0,0.3899211331954481,Verdadero negativo
42.0,8.0,3515.0,1,1,13.23,22,1,14.11,0.0,26.0,1.0,14.716666666666555,8.666666666666666,1.0,0.22,-0.879999999999999,0.22,0.4914,0,0,0,0.4215171924341975,Verdadero negativo
32.0,22.0,5260.0,3,1,114.64,0,0,112.26,5.61,0.0,0.0,98.90666666666654,16.333333333333332,2.0,3.71,2.3799999999999955,0.661,0.3294,0,0,0,0.25125992673579983,Verdadero negativo
38.0,12.0,3484.0,1,1,25.700000000000003,0,0,18.6,1.13,0.0,0.0,17.11666666666657,0.0,0.0,9.559999999999999,7.100000000000001,8.485,0.699,0,0,0,0.44819597957730645,Verdadero negativo
48.0,41.0,3219.0,2,0,122.93,26,1,122.93,0.0,0.0,0.0,122.93,0.0,0.0,0.0,0.0,0.0,0.699,0,0,1,0.5030782431299214,Falso positivo
45.0,43.0,3007.0,2,1,72.89,0,0,77.53999999999999,0.0,0.0,0.0,78.67666666666668,0.0,0.0,0.0,-4.6499999999999915,0.0,0.6551,0,0,1,0.5564948849863146,Falso positivo
46.0,16.0,2448.0,2,1,112.03000000000002,0,0,106.11,2.29,0.0,0.0,110.08999999999985,0.0,0.0,5.02,5.920000000000016,2.194,0.5129,0,0,1,0.5485023516112827,Falso positivo
47.0,11.0,2598.0,2,0,40.45,0,0,37.47,0.0,0.0,0.0,43.903333333333556,0.0,0.0,2.98,2.980000000000004,2.977,0.4807,0,0,1,0.6106616267379102,Falso positivo
67.0,52.0,2377.0,2,0,87.9,0,0,87.9,0.0,26.0,1.0,89.07000000000004,8.666666666666666,1.0,0.0,0.0,0.0,0.4311,0,0,0,0.48763475887069957,Verdadero negativo
21.0,49.0,3476.786701030928,1,0,86.76,12,1,82.32000000000001,1.43,0.0,0.0,82.21666666666651,0.0,0.0,4.44,4.439999999999998,3.111,0.4061,0,0,0,0.3318957452702044,Verdadero negativo
42.0,50.0,1911.0,2,0,85.6,0,0,85.85,6.52,0.0,0.0,81.50333333333344,0.0,0.0,-0.25,-0.25,-0.038,0.3954,0,0,0,0.4282965355504449,Verdadero negativo
18.0,36.0,3658.0,3,1,191.15,0,0,207.91000000000005,0.0,0.0,0.0,196.61333333333332,0.0,0.0,3.44,-16.760000000000048,3.441,0.239,0,0,0,0.3186791884367521,Verdadero negativo
18.0,40.0,4401.0,3,0,72.31,0,0,74.7,2.39,0.0,0.0,73.43666666666684,0.0,0.0,-2.39,-2.3900000000000006,-1.0,0.3307,0,0,0,0.2692895206122076,Verdadero negativo
47.0,55.0,1950.0,3,0,57.440000000000005,0,0,59.74,7.4,0.0,0.0,54.806666666666786,0.0,0.0,-2.3000000000000007,-2.299999999999997,-0.31,0.4936,0,0,0,0.49911059107618905,Verdadero negativo
35.0,11.0,2937.0,1,0,19.34,0,0,19.34,0.0,0.0,0.0,19.34,0.0,0.0,0.0,0.0,0.0,0.3954,0,0,1,0.5561167437157681,Falso positivo
34.0,29.0,2318.0,2,0,87.62,0,0,81.59,0.0,0.0,0.0,82.36666666666648,0.0,0.0,6.03,6.030000000000001,6.034,0.239,0,0,0,0.37605702566795446,Verdadero negativo
38.0,11.0,2894.0,1,0,20.88,0,0,20.88,0.0,0.0,0.0,24.546666666666667,5.0,1.0,0.0,0.0,0.0,0.4354,0,0,1,0.602759184236607,Falso positivo
29.0,8.0,3541.0,1,0,30.22,0,0,28.8,5.28,0.0,0.0,25.280000000000076,0.0,0.0,1.42,1.4199999999999982,0.271,0.5166,0,0,0,0.44441911516367233,Verdadero negativo
19.0,25.0,3147.0,2,0,144.96,0,0,142.16,0.0,0.0,0.0,144.74666666666678,0.0,0.0,2.8,2.8000000000000114,2.801,0.3307,0,0,0,0.39180701590949313,Verdadero negativo
18.0,67.0,3355.0,3,0,227.86,0,0,227.86,0.0,0.0,0.0,228.40666666666687,9.0,1.0,0.0,0.0,0.0,0.4807,0,0,0,0.3412610205511619,Verdadero negativo
32.0,31.0,4118.0,3,0,239.62,13,1,239.62,0.0,0.0,0.0,239.62,0.0,0.0,0.0,0.0,0.0,0.4044,0,0,0,0.3221890125219257,Verdadero negativo
18.0,18.0,2930.0,2,1,133.29,0,0,128.87,0.0,0.0,0.0,128.33666666666673,0.0,0.0,1.45,4.4199999999999875,1.445,0.3267,0,0,0,0.3882582242824514,Verdadero negativo
30.0,13.0,3156.0,2,1,110.46,0,0,110.34,0.0,0.0,0.0,112.76000000000009,0.0,0.0,0.25,0.11999999999999034,0.251,0.3413,0,0,0,0.425189990708398,Verdadero negativo
